mahalla_id,shabiya_ar,shabiya_en,mahalla_ar,libyan_hh_households,libyan_hh_libyans,libyan_hh_non_libyans,libyan_hh_persons,non_libyan_hh_households,non_libyan_hh_libyans,non_libyan_hh_non_libyans,non_libyan_hh_persons,households,libyans,non_libyans,persons,identity_failures,imputed_cells,page,source_document,source_sha256
Wadi al Shatii-008,وادي الشاطئ,Wadi al Shatii,العافية,332,2106,26,2132,49,8,218,226,381,2114,244,2358,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الشاطئ-لسنة-2006م.pdf,8cfd9aaad05e4f79b16ef0791f3535dd11bec8b0f9bf0d256568044fcecc4085
Wadi al Shatii-009,وادي الشاطئ,Wadi al Shatii,اقار,603,3847,8,3855,29,8,82,90,632,3855,90,3945,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الشاطئ-لسنة-2006م.pdf,8cfd9aaad05e4f79b16ef0791f3535dd11bec8b0f9bf0d256568044fcecc4085
Wadi al Shatii-010,وادي الشاطئ,Wadi al Shatii,تامزاوة,915,5676,33,5709,91,4,336,340,1006,5680,369,6049,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الشاطئ-لسنة-2006م.pdf,8cfd9aaad05e4f79b16ef0791f3535dd11bec8b0f9bf0d256568044fcecc4085
Wadi al Shatii-011,وادي الشاطئ,Wadi al Shatii,القرضة,763,4097,21,4118,96,27,320,347,859,4124,341,4465,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الشاطئ-لسنة-2006م.pdf,8cfd9aaad05e4f79b16ef0791f3535dd11bec8b0f9bf0d256568044fcecc4085
Wadi al Shatii-012,وادي الشاطئ,Wadi al Shatii,الديسة,175,1193,13,1206,23,8,92,100,198,1201,105,1306,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الشاطئ-لسنة-2006م.pdf,8cfd9aaad05e4f79b16ef0791f3535dd11bec8b0f9bf0d256568044fcecc4085
Wadi al Shatii-013,وادي الشاطئ,Wadi al Shatii,تاروت,367,2205,6,2211,20,3,59,62,387,2208,65,2273,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الشاطئ-لسنة-2006م.pdf,8cfd9aaad05e4f79b16ef0791f3535dd11bec8b0f9bf0d256568044fcecc4085
Wadi al Shatii-014,وادي الشاطئ,Wadi al Shatii,محروقة,914,4738,10,4748,42,3,137,140,956,4741,147,4888,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الشاطئ-لسنة-2006م.pdf,8cfd9aaad05e4f79b16ef0791f3535dd11bec8b0f9bf0d256568044fcecc4085
Wadi al Shatii-015,وادي الشاطئ,Wadi al Shatii,العيون,363,1810,4,1814,19,5,73,78,382,1815,77,1892,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الشاطئ-لسنة-2006م.pdf,8cfd9aaad05e4f79b16ef0791f3535dd11bec8b0f9bf0d256568044fcecc4085
Wadi al Shatii-016,وادي الشاطئ,Wadi al Shatii,برقن,660,4165,45,4210,161,29,579,608,821,4194,624,4818,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الشاطئ-لسنة-2006م.pdf,8cfd9aaad05e4f79b16ef0791f3535dd11bec8b0f9bf0d256568044fcecc4085
Wadi al Shatii-017,وادي الشاطئ,Wadi al Shatii,ابو قدقود,295,1714,5,1719,10,6,44,50,305,1720,49,1769,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الشاطئ-لسنة-2006م.pdf,8cfd9aaad05e4f79b16ef0791f3535dd11bec8b0f9bf0d256568044fcecc4085
Wadi al Shatii-018,وادي الشاطئ,Wadi al Shatii,الزهراء,248,1582,12,1594,10,6,46,52,258,1588,58,1646,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الشاطئ-لسنة-2006م.pdf,8cfd9aaad05e4f79b16ef0791f3535dd11bec8b0f9bf0d256568044fcecc4085
Wadi al Shatii-019,وادي الشاطئ,Wadi al Shatii,ادري,589,3539,38,3577,80,23,234,257,669,3562,272,3834,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الشاطئ-لسنة-2006م.pdf,8cfd9aaad05e4f79b16ef0791f3535dd11bec8b0f9bf0d256568044fcecc4085
Wadi al Shatii-020,وادي الشاطئ,Wadi al Shatii,المنصورة,229,1553,3,1556,11,4,34,38,240,1557,37,1594,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الشاطئ-لسنة-2006م.pdf,8cfd9aaad05e4f79b16ef0791f3535dd11bec8b0f9bf0d256568044fcecc4085
Wadi al Shatii-021,وادي الشاطئ,Wadi al Shatii,تمسان,413,2559,17,2576,33,17,114,131,446,2576,131,2707,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الشاطئ-لسنة-2006م.pdf,8cfd9aaad05e4f79b16ef0791f3535dd11bec8b0f9bf0d256568044fcecc4085
Wadi al Shatii-022,وادي الشاطئ,Wadi al Shatii,ونزريك,646,3965,29,3994,66,36,176,212,712,4001,205,4206,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الشاطئ-لسنة-2006م.pdf,8cfd9aaad05e4f79b16ef0791f3535dd11bec8b0f9bf0d256568044fcecc4085
Wadi al Shatii-023,وادي الشاطئ,Wadi al Shatii,ققم,341,2199,21,2220,40,1,160,161,381,2200,181,2381,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الشاطئ-لسنة-2006م.pdf,8cfd9aaad05e4f79b16ef0791f3535dd11bec8b0f9bf0d256568044fcecc4085
Wadi al Shatii-024,وادي الشاطئ,Wadi al Shatii,قطة,489,2831,14,2845,31,16,129,145,520,2847,143,2990,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الشاطئ-لسنة-2006م.pdf,8cfd9aaad05e4f79b16ef0791f3535dd11bec8b0f9bf0d256568044fcecc4085
Kufra-001,الكفرة,Kufra,الجوف,4537,29747,445,30192,1237,327,3830,4157,5774,30074,4275,34349,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الكفرة-لسنة-2006م.pdf,d7f492c8600b851cf719d3327d8e31a0bb366ed3d5b152e3042778e90ba8aa35
Kufra-002,الكفرة,Kufra,الهواري,263,1643,5,1648,44,6,112,118,307,1649,117,1766,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الكفرة-لسنة-2006م.pdf,d7f492c8600b851cf719d3327d8e31a0bb366ed3d5b152e3042778e90ba8aa35
Kufra-003,الكفرة,Kufra,الطلاب,32,325,4,329,5,9,18,27,37,334,22,356,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الكفرة-لسنة-2006م.pdf,d7f492c8600b851cf719d3327d8e31a0bb366ed3d5b152e3042778e90ba8aa35
Kufra-004,الكفرة,Kufra,ربيانة,174,1219,21,1240,41,27,224,251,215,1246,245,1491,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الكفرة-لسنة-2006م.pdf,d7f492c8600b851cf719d3327d8e31a0bb366ed3d5b152e3042778e90ba8aa35
Kufra-005,الكفرة,Kufra,بزيمة,467,3298,42,3340,126,38,388,426,593,3336,430,3766,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الكفرة-لسنة-2006م.pdf,d7f492c8600b851cf719d3327d8e31a0bb366ed3d5b152e3042778e90ba8aa35
Kufra-006,الكفرة,Kufra,تازربو,921,6095,19,6114,125,35,451,486,1046,6130,470,6600,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-الكفرة-لسنة-2006م.pdf,d7f492c8600b851cf719d3327d8e31a0bb366ed3d5b152e3042778e90ba8aa35
Marj-001,المرج,Marj,المرج الغربية,4054,27374,261,27635,489,78,2307,2385,4543,27452,2568,30020,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-002,المرج,Marj,المرج الشرقية,4326,30661,261,30922,326,107,1546,1653,4652,30768,1807,32575,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-003,المرج,Marj,العويلية الشرقية,754,5742,55,5797,86,4,320,324,840,5746,375,6121,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-004,المرج,Marj,العويلية الغربية,279,2925,12,2937,2,6,9,15,281,2931,21,2952,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-005,المرج,Marj,فرزوغة,402,3439,21,3460,10,3,31,34,412,3442,52,3494,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-006,المرج,Marj,سيدي ابو زيد,257,2359,23,2382,2,0,14,14,259,2359,37,2396,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-007,المرج,Marj,جردس الجنوبية,839,5398,45,5443,23,2,60,62,862,5400,105,5505,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-008,المرج,Marj,جردس الشمالية,261,1648,3,1651,0,0,0,0,261,1648,3,1651,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-009,المرج,Marj,البنية,266,1784,4,1788,1,0,2,2,267,1784,6,1790,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-010,المرج,Marj,تاكنس الغربية,287,2714,15,2729,2,0,2,2,289,2714,17,2731,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-011,المرج,Marj,تاكنس الشرقية,597,4718,36,4754,49,3,177,180,646,4721,213,4934,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-012,المرج,Marj,البياضة الشرقية,635,5424,14,5438,29,1,99,100,664,5425,113,5538,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-013,المرج,Marj,البياضة الغربية,254,2247,28,2275,16,14,41,55,270,2261,69,2330,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-014,المرج,Marj,الجهاد,742,6769,44,6813,51,20,273,293,793,6789,317,7106,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-015,المرج,Marj,الزحف الاخضر الشرقية,636,4769,44,4813,30,5,107,112,666,4774,151,4925,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-016,المرج,Marj,الزحف الاخضر الغربية,347,2890,26,2916,35,8,91,99,382,2898,117,3015,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-017,المرج,Marj,الابيار الجديدة,1374,9365,70,9435,137,20,487,507,1511,9385,557,9942,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-018,المرج,Marj,الردماني,1754,12937,126,13063,173,41,635,676,1927,12978,761,13739,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-019,المرج,Marj,ابو مريم,468,3408,17,3425,19,10,85,95,487,3418,102,3520,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-020,المرج,Marj,قبر جيرة,229,1800,7,1807,4,4,30,34,233,1804,37,1841,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-021,المرج,Marj,المليطانية,439,2936,20,2956,15,7,56,63,454,2943,76,3019,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-022,المرج,Marj,ابراهيم ابو راس,78,578,1,579,11,0,21,21,89,578,22,600,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-023,المرج,Marj,سيدي مهيوس,268,1809,7,1816,7,4,41,45,275,1813,48,1861,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-024,المرج,Marj,العقورية المركز,1377,9651,112,9763,92,93,424,517,1469,9744,536,10280,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-025,المرج,Marj,المبنى,331,2611,11,2622,25,2,72,74,356,2613,83,2696,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-026,المرج,Marj,برسس,373,2894,31,2925,13,11,74,85,386,2905,105,3010,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-027,المرج,Marj,بوجرار,154,1176,4,1180,8,1,24,25,162,1177,28,1205,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-028,المرج,Marj,اردانو,23,218,2,220,0,0,0,0,23,218,2,220,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-029,المرج,Marj,دريانة,768,5964,53,6017,33,8,145,153,801,5972,198,6170,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-030,المرج,Marj,سيدي أسويكر,158,1026,12,1038,19,9,65,74,177,1035,77,1112,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-031,المرج,Marj,الرجمة,450,3104,33,3137,7,26,19,45,457,3130,52,3182,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-032,المرج,Marj,الحمدة,247,1854,14,1868,9,2,43,45,256,1856,57,1913,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Marj-033,المرج,Marj,الابيارالقديمة,430,2761,68,2829,46,13,296,309,476,2774,364,3138,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرج-لسنة-2006م.pdf,bb79404305e478d04299277ba150a3fb447d2c508624222fbeb6184992357844
Murqub-001,المرقب,Murqub,البلدية,1081,5756,53,5809,317,38,1256,1294,1398,5794,1309,7103,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-002,المرقب,Murqub,بن جحا,2401,13570,111,13681,253,51,952,1003,2654,13621,1063,14684,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-003,المرقب,Murqub,المرقب,1139,6398,10,6408,25,6,85,91,1164,6404,95,6499,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-004,المرقب,Murqub,سيلين,1801,10724,44,10768,62,1,136,137,1863,10725,180,10905,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-005,المرقب,Murqub,لبدة,2144,13014,91,13105,293,20,795,815,2437,13034,886,13920,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-006,المرقب,Murqub,الجحاوات,988,5837,5,5842,7,0,33,33,995,5837,38,5875,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-007,المرقب,Murqub,الحمام,1300,7956,19,7975,86,17,190,207,1386,7973,209,8182,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-008,المرقب,Murqub,سيدي خليفة,1758,10571,54,10625,86,7,252,259,1844,10578,306,10884,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-009,المرقب,Murqub,المعقولة,2089,11652,79,11731,124,12,488,500,2213,11664,567,12231,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-010,المرقب,Murqub,الوادي,1944,12301,104,12405,267,24,1092,1116,2211,12325,1196,13521,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-011,المرقب,Murqub,بندار,2088,12045,51,12096,45,16,134,150,2133,12061,185,12246,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-012,المرقب,Murqub,كعام\الخمس,2991,17180,72,17252,112,38,240,278,3103,17218,312,17530,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-013,المرقب,Murqub,قوقاس,993,6009,14,6023,168,3,263,266,1161,6012,277,6289,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-014,المرقب,Murqub,غنيمة,683,4169,13,4182,26,0,62,62,709,4169,75,4244,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-015,المرقب,Murqub,السوق,1038,6434,66,6500,319,44,1240,1284,1357,6478,1306,7784,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-016,المرقب,Murqub,القلعة,942,5237,56,5293,140,20,542,562,1082,5257,598,5855,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-017,المرقب,Murqub,الاشراف,1085,6100,49,6149,143,22,527,549,1228,6122,576,6698,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-018,المرقب,Murqub,وادي أوعينى,457,3288,7,3295,1,0,3,3,458,3288,10,3298,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-019,المرقب,Murqub,الدوكالي,398,3099,6,3105,4,2,15,17,402,3101,21,3122,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
Murqub-020,المرقب,Murqub,المسيد,491,2792,8,2800,3,0,11,11,494,2792,19,2811,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-المرقب-لسنة-2006م.pdf,d4eca0016c85368c88799f7c91a215d23f839ffc14b25ab3d213540cac8d129c
